l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
1300034,21,14,2,10.0,7580.2,0.03,0.14,N,O,2026-01-27,2026-01-26,2026-02-09,DELIVER IN PERSON,RAIL,Receipt expected in early February after dispatch.
1300034,34,15,3,8.0,4934.24,0.0,0.14,N,O,2026-01-28,2026-01-28,2026-02-04,NONE,AIR,Line remains in transit at January month-end.
1300034,3,8,4,9.0,704.25,0.03,0.14,N,O,2026-01-26,2026-01-26,2026-02-08,TAKE BACK RETURN,MAIL,Line remains in transit at January month-end.
1300034,38,2,5,16.0,987.84,0.03,0.14,N,O,2026-01-28,2026-01-28,2026-02-08,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300035,18,14,1,3.0,2328.75,0.05,0.18,N,O,2026-02-03,2026-02-03,2026-02-16,DELIVER IN PERSON,RAIL,Ocean-leg delivery extends beyond January close.
1300035,11,16,2,25.0,18177.0,0.1,0.18,N,O,2026-02-02,2026-02-03,2026-02-12,NONE,SHIP,Customer requested deferred receipt into next month.
1300035,21,14,3,29.0,21982.58,0.12,0.18,N,O,2026-02-03,2026-01-31,2026-02-12,DELIVER IN PERSON,SHIP,Line remains in transit at January month-end.
1300035,43,10,4,3.0,437.25,0.03,0.18,N,O,2026-02-02,2026-01-31,2026-02-12,TAKE BACK RETURN,TRUCK,Line remains in transit at January month-end.
1300035,39,10,5,35.0,28563.15,0.03,0.18,N,O,2026-01-31,2026-01-31,2026-02-08,DELIVER IN PERSON,TRUCK,Customer requested deferred receipt into next month.
1300036,10,6,1,2.0,473.9,0.03,0.21,N,F,2026-01-14,2026-01-14,2026-01-16,TAKE BACK RETURN,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300036,2,11,2,7.0,2303.77,0.02,0.21,A,F,2026-01-13,2026-01-13,2026-01-21,DELIVER IN PERSON,TRUCK,Packed for standard replenishment and received on schedule.
1300036,40,5,3,12.0,10979.16,0.03,0.21,N,F,2026-01-13,2026-01-13,2026-01-16,TAKE BACK RETURN,MAIL,Delivered within January service window.
1300036,26,6,4,9.0,3351.6,0.03,0.21,N,F,2026-01-15,2026-01-13,2026-01-21,TAKE BACK RETURN,MAIL,Customer dock appointment confirmed before receipt.
1300036,31,5,5,8.0,2776.56,0.0,0.21,R,F,2026-01-14,2026-01-15,2026-01-22,DELIVER IN PERSON,SHIP,Cross-border paperwork pre-cleared for timely receipt.
1300037,32,6,1,4.0,2829.72,0.05,0.16,N,O,2026-01-28,2026-01-27,2026-02-03,NONE,AIR,Line remains in transit at January month-end.
1300037,35,4,2,1.0,889.3,0.03,0.16,N,O,2026-01-27,2026-01-26,2026-02-03,DELIVER IN PERSON,TRUCK,Customer requested deferred receipt into next month.
1300037,42,1,3,14.0,6834.8,0.05,0.16,N,O,2026-01-28,2026-01-28,2026-02-07,TAKE BACK RETURN,SHIP,Customer requested deferred receipt into next month.
1300037,12,7,4,13.0,6968.26,0.08,0.16,N,O,2026-01-28,2026-01-27,2026-02-03,TAKE BACK RETURN,RAIL,Line remains in transit at January month-end.
1300037,31,8,5,1.0,347.07,0.02,0.16,N,O,2026-01-28,2026-01-27,2026-02-07,NONE,AIR,Line remains in transit at January month-end.
1300038,17,13,1,9.0,3710.07,0.05,0.21,R,F,2026-01-29,2026-01-29,2026-01-31,TAKE BACK RETURN,RAIL,Delivered within January service window.
1300038,37,5,2,12.0,3292.68,0.03,0.21,N,O,2026-02-01,2026-01-29,2026-02-12,DELIVER IN PERSON,TRUCK,Line remains in transit at January month-end.
1300038,19,12,3,2.0,1264.92,0.06,0.21,N,O,2026-02-01,2026-01-29,2026-02-09,NONE,TRUCK,Line remains in transit at January month-end.
1300038,30,5,4,15.0,1404.0,0.0,0.21,N,O,2026-01-29,2026-01-29,2026-02-04,DELIVER IN PERSON,SHIP,Ocean-leg delivery extends beyond January close.
1300038,34,5,5,6.0,3700.68,0.03,0.21,N,O,2026-01-30,2026-01-31,2026-02-11,DELIVER IN PERSON,TRUCK,Line remains in transit at January month-end.
1300039,25,1,1,10.0,2288.1,0.02,0.21,N,O,2026-02-02,2026-02-01,2026-02-12,DELIVER IN PERSON,SHIP,Line remains in transit at January month-end.
1300039,3,8,2,12.0,939.0,0.02,0.21,N,O,2026-02-04,2026-02-01,2026-02-11,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300039,28,9,3,16.0,14255.36,0.0,0.21,N,O,2026-02-02,2026-02-01,2026-02-09,NONE,RAIL,Receipt expected in early February after dispatch.
1300039,1,8,4,13.0,6223.88,0.05,0.21,N,O,2026-02-04,2026-02-01,2026-02-16,DELIVER IN PERSON,SHIP,Ocean-leg delivery extends beyond January close.
1300039,4,14,5,6.0,1867.26,0.06,0.21,N,F,2026-02-02,2026-02-02,2026-01-31,DELIVER IN PERSON,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300040,40,5,1,10.0,9149.3,0.05,0.21,N,O,2026-01-28,2026-01-25,2026-02-06,DELIVER IN PERSON,SHIP,Ocean-leg delivery extends beyond January close.
1300040,41,9,2,6.0,3677.1,0.06,0.21,N,F,2026-01-28,2026-01-28,2026-01-31,NONE,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300040,18,15,3,14.0,10867.5,0.0,0.21,N,F,2026-01-25,2026-01-25,2026-01-28,TAKE BACK RETURN,TRUCK,Packed for standard replenishment and received on schedule.
1300040,32,6,4,14.0,9904.02,0.03,0.21,N,F,2026-01-28,2026-01-27,2026-01-30,NONE,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300040,31,5,5,12.0,4164.84,0.06,0.21,N,O,2026-01-25,2026-01-25,2026-02-05,DELIVER IN PERSON,RAIL,Customer requested deferred receipt into next month.
1300041,20,5,1,17.0,11481.8,0.08,0.14,N,F,2026-02-03,2026-02-02,2026-01-31,NONE,MAIL,Customer dock appointment confirmed before receipt.
1300041,17,5,2,17.0,7007.91,0.03,0.14,N,O,2026-02-04,2026-02-02,2026-02-13,DELIVER IN PERSON,AIR,Line remains in transit at January month-end.
1300041,15,3,3,16.0,7601.12,0.05,0.14,N,F,2026-02-02,2026-02-02,2026-01-31,NONE,AIR,Delivered within January service window.
1300041,18,15,4,11.0,8538.75,0.05,0.14,N,O,2026-02-02,2026-02-02,2026-02-09,NONE,SHIP,Customer requested deferred receipt into next month.
1300041,11,3,5,34.0,24720.72,0.05,0.14,N,O,2026-02-02,2026-02-02,2026-02-14,DELIVER IN PERSON,MAIL,Ocean-leg delivery extends beyond January close.
1300042,41,16,1,10.0,6128.5,0.06,0.18,N,F,2026-01-06,2026-01-05,2026-01-13,DELIVER IN PERSON,MAIL,Customer dock appointment confirmed before receipt.
1300042,41,16,2,4.0,2451.4,0.05,0.18,N,F,2026-01-08,2026-01-07,2026-01-10,TAKE BACK RETURN,TRUCK,Packed for standard replenishment and received on schedule.
1300042,27,1,3,11.0,5871.47,0.03,0.18,N,F,2026-01-08,2026-01-08,2026-01-12,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300042,28,9,4,18.0,16037.28,0.03,0.18,N,F,2026-01-06,2026-01-06,2026-01-14,DELIVER IN PERSON,MAIL,Packed for standard replenishment and received on schedule.
1300042,2,11,5,3.0,987.33,0.03,0.18,N,F,2026-01-05,2026-01-05,2026-01-07,NONE,TRUCK,Packed for standard replenishment and received on schedule.
1300043,43,16,1,5.0,728.75,0.0,0.14,A,F,2026-01-19,2026-01-18,2026-01-24,DELIVER IN PERSON,MAIL,Packed for standard replenishment and received on schedule.
1300043,30,15,2,16.0,1497.6,0.03,0.14,R,F,2026-01-22,2026-01-20,2026-01-28,NONE,RAIL,Customer dock appointment confirmed before receipt.
1300043,39,5,3,24.0,19586.16,0.08,0.14,N,F,2026-01-22,2026-01-21,2026-01-26,TAKE BACK RETURN,MAIL,Delivered within January service window.
1300043,21,13,4,8.0,6064.16,0.03,0.14,N,F,2026-01-20,2026-01-20,2026-01-26,NONE,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300043,32,6,5,2.0,1414.86,0.0,0.14,N,F,2026-01-21,2026-01-21,2026-01-29,DELIVER IN PERSON,RAIL,Packed for standard replenishment and received on schedule.
1300044,43,6,1,10.0,1457.5,0.06,0.21,N,O,2026-01-28,2026-01-27,2026-02-10,TAKE BACK RETURN,SHIP,Receipt expected in early February after dispatch.
1300044,1,8,2,15.0,7181.4,0.02,0.21,N,O,2026-01-28,2026-01-28,2026-02-06,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300044,24,16,3,8.0,2830.0,0.08,0.21,N,O,2026-01-27,2026-01-26,2026-02-07,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300044,5,12,4,16.0,3756.32,0.05,0.21,N,F,2026-01-30,2026-01-29,2026-01-31,NONE,MAIL,Packed for standard replenishment and received on schedule.
1300044,34,14,5,17.0,10485.26,0.02,0.21,N,O,2026-01-29,2026-01-27,2026-02-06,DELIVER IN PERSON,SHIP,Ocean-leg delivery extends beyond January close.
1300045,30,5,1,19.0,1778.4,0.03,0.16,R,F,2026-01-25,2026-01-24,2026-01-31,TAKE BACK RETURN,TRUCK,Delivered within January service window.
1300045,42,12,2,12.0,5858.4,0.0,0.16,N,F,2026-01-26,2026-01-26,2026-01-29,NONE,TRUCK,Delivered within January service window.
1300045,25,1,3,3.0,686.43,0.03,0.16,N,F,2026-01-26,2026-01-25,2026-01-29,TAKE BACK RETURN,SHIP,Delivered within January service window.
1300045,31,8,4,6.0,2082.42,0.08,0.16,R,F,2026-01-24,2026-01-24,2026-01-30,NONE,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300045,21,13,5,23.0,17434.46,0.06,0.16,R,F,2026-01-24,2026-01-24,2026-01-26,NONE,SHIP,Delivered within January service window.
1300046,28,14,1,20.0,17819.2,0.06,0.16,N,F,2026-01-29,2026-01-27,2026-01-31,TAKE BACK RETURN,TRUCK,Packed for standard replenishment and received on schedule.
1300046,2,13,2,9.0,2961.99,0.03,0.16,N,O,2026-01-30,2026-01-28,2026-02-10,DELIVER IN PERSON,SHIP,Customer requested deferred receipt into next month.
1300046,29,8,3,12.0,4703.88,0.0,0.16,N,F,2026-01-27,2026-01-26,2026-01-31,NONE,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300046,19,5,4,3.0,1897.38,0.02,0.16,N,O,2026-01-27,2026-01-28,2026-02-06,DELIVER IN PERSON,SHIP,Customer requested deferred receipt into next month.
1300046,6,12,5,7.0,962.78,0.08,0.16,N,O,2026-01-27,2026-01-27,2026-02-07,NONE,MAIL,Ocean-leg delivery extends beyond January close.
1300047,22,2,1,10.0,1872.6,0.02,0.16,N,O,2026-01-24,2026-01-22,2026-02-07,TAKE BACK RETURN,MAIL,Ocean-leg delivery extends beyond January close.
1300047,18,14,2,3.0,2328.75,0.06,0.16,N,F,2026-01-21,2026-01-21,2026-01-27,TAKE BACK RETURN,SHIP,Cross-border paperwork pre-cleared for timely receipt.
1300047,39,11,3,25.0,20402.25,0.03,0.16,N,F,2026-01-24,2026-01-22,2026-01-30,DELIVER IN PERSON,AIR,Customer dock appointment confirmed before receipt.
1300047,26,3,4,4.0,1489.6,0.05,0.16,N,O,2026-01-22,2026-01-21,2026-02-01,DELIVER IN PERSON,RAIL,Customer requested deferred receipt into next month.
1300047,11,9,5,19.0,13814.52,0.02,0.16,N,F,2026-01-21,2026-01-21,2026-01-29,DELIVER IN PERSON,TRUCK,Packed for standard replenishment and received on schedule.
1300048,19,12,1,7.0,4427.22,0.05,0.16,N,O,2026-01-22,2026-01-22,2026-02-04,NONE,AIR,Ocean-leg delivery extends beyond January close.
1300048,36,12,2,8.0,220.24,0.0,0.16,N,O,2026-01-25,2026-01-25,2026-02-01,NONE,SHIP,Receipt expected in early February after dispatch.
1300048,17,13,3,18.0,7420.14,0.06,0.16,N,O,2026-01-24,2026-01-25,2026-02-07,NONE,RAIL,Receipt expected in early February after dispatch.
1300048,6,12,4,8.0,1100.32,0.03,0.16,N,F,2026-01-23,2026-01-24,2026-01-31,NONE,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300048,27,5,5,9.0,4803.93,0.03,0.16,N,O,2026-01-23,2026-01-23,2026-02-10,TAKE BACK RETURN,AIR,Customer requested deferred receipt into next month.
1300049,7,14,1,32.0,6800.64,0.12,0.21,N,O,2026-01-29,2026-01-29,2026-02-07,NONE,RAIL,Line remains in transit at January month-end.
1300049,14,9,2,2.0,1073.12,0.06,0.21,N,F,2026-01-31,2026-01-31,2026-01-31,TAKE BACK RETURN,SHIP,Packed for standard replenishment and received on schedule.
1300049,42,16,3,24.0,11716.8,0.08,0.21,N,O,2026-01-29,2026-01-28,2026-02-12,NONE,TRUCK,Line remains in transit at January month-end.
1300049,39,5,4,10.0,8160.9,0.06,0.21,N,O,2026-01-30,2026-01-31,2026-02-05,NONE,MAIL,Receipt expected in early February after dispatch.
1300049,16,4,5,12.0,7037.4,0.06,0.21,N,O,2026-02-01,2026-01-29,2026-02-11,NONE,SHIP,Line remains in transit at January month-end.
1300050,28,9,1,5.0,4454.8,0.05,0.16,A,F,2026-01-16,2026-01-16,2026-01-18,TAKE BACK RETURN,AIR,Customer dock appointment confirmed before receipt.
1300050,26,15,2,13.0,4841.2,0.08,0.16,N,F,2026-01-15,2026-01-14,2026-01-21,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300050,30,12,3,10.0,936.0,0.05,0.16,N,F,2026-01-14,2026-01-13,2026-01-16,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300050,22,5,4,13.0,2434.38,0.02,0.16,R,F,2026-01-14,2026-01-14,2026-01-16,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300050,9,8,5,35.0,16346.4,0.03,0.16,N,F,2026-01-16,2026-01-13,2026-01-20,TAKE BACK RETURN,AIR,Delivered within January service window.
1300051,31,10,1,4.0,1388.28,0.03,0.21,N,O,2026-01-29,2026-01-26,2026-02-04,NONE,MAIL,Line remains in transit at January month-end.
1300051,32,6,2,7.0,4952.01,0.06,0.21,N,O,2026-01-29,2026-01-28,2026-02-10,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300051,38,8,3,21.0,1296.54,0.08,0.21,N,O,2026-01-28,2026-01-28,2026-02-07,DELIVER IN PERSON,RAIL,Line remains in transit at January month-end.
1300051,37,16,4,16.0,4390.24,0.03,0.21,N,O,2026-01-28,2026-01-29,2026-02-08,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300051,39,11,5,16.0,13057.44,0.02,0.21,N,O,2026-01-26,2026-01-27,2026-02-05,NONE,AIR,Line remains in transit at January month-end.
1300052,5,6,1,4.0,939.08,0.03,0.14,N,O,2026-01-25,2026-01-26,2026-02-07,TAKE BACK RETURN,MAIL,Line remains in transit at January month-end.
1300052,39,11,2,11.0,8976.99,0.08,0.14,N,O,2026-01-27,2026-01-26,2026-02-04,TAKE BACK RETURN,TRUCK,Ocean-leg delivery extends beyond January close.
1300052,11,9,3,29.0,21085.32,0.06,0.14,A,F,2026-01-25,2026-01-25,2026-01-31,NONE,RAIL,Customer dock appointment confirmed before receipt.
1300052,40,4,4,12.0,10979.16,0.0,0.14,N,O,2026-01-27,2026-01-26,2026-02-04,DELIVER IN PERSON,SHIP,Customer requested deferred receipt into next month.
1300052,8,3,5,19.0,17438.2,0.06,0.14,A,F,2026-01-27,2026-01-24,2026-01-31,NONE,TRUCK,Packed for standard replenishment and received on schedule.
1300053,29,7,1,10.0,3919.9,0.03,0.18,N,F,2026-01-27,2026-01-28,2026-01-31,DELIVER IN PERSON,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300053,38,3,2,9.0,555.66,0.06,0.18,N,F,2026-01-28,2026-01-27,2026-01-31,NONE,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300053,18,14,3,3.0,2328.75,0.03,0.18,N,F,2026-01-27,2026-01-28,2026-01-31,DELIVER IN PERSON,TRUCK,Delivered within January service window.
1300053,11,15,4,31.0,22539.48,0.05,0.18,N,O,2026-01-28,2026-01-28,2026-02-06,TAKE BACK RETURN,TRUCK,Receipt expected in early February after dispatch.
1300053,1,8,5,2.0,957.52,0.05,0.18,N,O,2026-01-27,2026-01-28,2026-02-10,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300054,43,6,1,12.0,1749.0,0.03,0.21,N,O,2026-02-04,2026-02-01,2026-02-17,NONE,MAIL,Customer requested deferred receipt into next month.
1300054,27,5,2,10.0,5337.7,0.02,0.21,N,O,2026-02-02,2026-02-02,2026-02-08,TAKE BACK RETURN,TRUCK,Receipt expected in early February after dispatch.
1300054,16,3,3,7.0,4105.15,0.08,0.21,N,O,2026-02-03,2026-02-03,2026-02-09,DELIVER IN PERSON,AIR,Customer requested deferred receipt into next month.
1300054,37,10,4,10.0,2743.9,0.03,0.21,N,F,2026-02-02,2026-02-01,2026-01-31,TAKE BACK RETURN,AIR,Delivered within January service window.
1300054,14,8,5,7.0,3755.92,0.03,0.21,N,O,2026-02-04,2026-02-02,2026-02-13,DELIVER IN PERSON,AIR,Line remains in transit at January month-end.
1300055,5,3,1,14.0,3286.78,0.0,0.21,N,O,2026-02-01,2026-02-01,2026-02-12,NONE,AIR,Customer requested deferred receipt into next month.
1300055,2,5,2,14.0,4607.54,0.02,0.21,N,O,2026-02-01,2026-01-31,2026-02-08,TAKE BACK RETURN,RAIL,Receipt expected in early February after dispatch.
1300055,9,9,3,8.0,3736.32,0.02,0.21,N,O,2026-02-02,2026-02-02,2026-02-16,NONE,MAIL,Line remains in transit at January month-end.
1300055,14,8,4,6.0,3219.36,0.08,0.21,N,F,2026-02-02,2026-02-02,2026-01-31,DELIVER IN PERSON,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300055,22,3,5,16.0,2996.16,0.0,0.21,N,O,2026-02-01,2026-01-31,2026-02-14,DELIVER IN PERSON,RAIL,Line remains in transit at January month-end.
1300056,1,8,1,2.0,957.52,0.03,0.21,N,O,2026-02-02,2026-02-02,2026-02-10,NONE,AIR,Receipt expected in early February after dispatch.
1300056,33,11,2,7.0,5295.08,0.0,0.21,N,O,2026-02-03,2026-02-04,2026-02-17,NONE,MAIL,Customer requested deferred receipt into next month.
1300056,11,3,3,11.0,7997.88,0.03,0.21,N,O,2026-02-01,2026-02-01,2026-02-14,TAKE BACK RETURN,MAIL,Receipt expected in early February after dispatch.
1300056,29,15,4,9.0,3527.91,0.03,0.21,N,O,2026-02-02,2026-02-03,2026-02-13,NONE,SHIP,Ocean-leg delivery extends beyond January close.
1300056,20,5,5,16.0,10806.4,0.05,0.21,N,O,2026-02-04,2026-02-01,2026-02-16,DELIVER IN PERSON,RAIL,Line remains in transit at January month-end.
1300057,9,9,1,25.0,11676.0,0.08,0.18,N,F,2026-01-19,2026-01-19,2026-01-23,NONE,RAIL,Customer dock appointment confirmed before receipt.
1300057,16,7,2,4.0,2345.8,0.05,0.18,N,F,2026-01-19,2026-01-17,2026-01-24,NONE,SHIP,Packed for standard replenishment and received on schedule.
1300057,28,9,3,16.0,14255.36,0.03,0.18,N,F,2026-01-19,2026-01-19,2026-01-27,TAKE BACK RETURN,AIR,Customer dock appointment confirmed before receipt.
1300057,5,12,4,5.0,1173.85,0.02,0.18,A,F,2026-01-17,2026-01-16,2026-01-24,DELIVER IN PERSON,AIR,Packed for standard replenishment and received on schedule.
1300057,12,7,5,14.0,7504.28,0.06,0.18,N,F,2026-01-20,2026-01-17,2026-01-26,NONE,AIR,Customer dock appointment confirmed before receipt.
1300058,7,11,1,13.0,2762.76,0.0,0.16,R,F,2026-01-22,2026-01-21,2026-01-29,TAKE BACK RETURN,SHIP,Customer dock appointment confirmed before receipt.
1300058,21,14,2,12.0,9096.24,0.02,0.16,N,O,2026-01-24,2026-01-24,2026-02-06,NONE,TRUCK,Customer requested deferred receipt into next month.
1300058,39,5,3,20.0,16321.8,0.06,0.16,N,F,2026-01-23,2026-01-23,2026-01-25,TAKE BACK RETURN,SHIP,Delivered within January service window.
1300058,23,6,4,6.0,2340.06,0.02,0.16,N,O,2026-01-24,2026-01-24,2026-02-06,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300058,30,12,5,9.0,842.4,0.03,0.16,N,F,2026-01-24,2026-01-24,2026-01-29,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300059,36,13,1,7.0,192.71,0.02,0.21,A,F,2026-01-22,2026-01-23,2026-01-29,TAKE BACK RETURN,SHIP,Cross-border paperwork pre-cleared for timely receipt.
1300059,42,16,2,13.0,6346.6,0.0,0.21,N,O,2026-01-23,2026-01-23,2026-02-05,TAKE BACK RETURN,AIR,Line remains in transit at January month-end.
1300059,26,6,3,7.0,2606.8,0.05,0.21,N,O,2026-01-21,2026-01-20,2026-02-04,DELIVER IN PERSON,RAIL,Receipt expected in early February after dispatch.
1300059,12,12,4,16.0,8576.32,0.06,0.21,N,O,2026-01-20,2026-01-20,2026-02-09,TAKE BACK RETURN,AIR,Line remains in transit at January month-end.
1300059,2,13,5,13.0,4278.43,0.05,0.21,N,O,2026-01-22,2026-01-22,2026-02-05,DELIVER IN PERSON,RAIL,Ocean-leg delivery extends beyond January close.
1300060,10,6,1,11.0,2606.45,0.03,0.18,N,O,2026-01-30,2026-01-28,2026-02-05,TAKE BACK RETURN,AIR,Ocean-leg delivery extends beyond January close.
1300060,22,3,2,10.0,1872.6,0.05,0.18,N,O,2026-01-28,2026-01-28,2026-02-07,TAKE BACK RETURN,RAIL,Customer requested deferred receipt into next month.
1300060,38,8,3,33.0,2037.42,0.05,0.18,A,F,2026-01-29,2026-01-29,2026-01-31,DELIVER IN PERSON,AIR,Packed for standard replenishment and received on schedule.
1300060,43,10,4,7.0,1020.25,0.08,0.18,N,O,2026-01-31,2026-01-29,2026-02-10,TAKE BACK RETURN,MAIL,Line remains in transit at January month-end.
1300060,30,12,5,11.0,1029.6,0.0,0.18,N,O,2026-01-30,2026-01-30,2026-02-11,DELIVER IN PERSON,RAIL,Customer requested deferred receipt into next month.
1300061,23,9,1,10.0,3900.1,0.08,0.21,N,F,2026-01-06,2026-01-05,2026-01-13,TAKE BACK RETURN,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300061,3,14,2,18.0,1408.5,0.02,0.21,R,F,2026-01-08,2026-01-06,2026-01-13,DELIVER IN PERSON,MAIL,Packed for standard replenishment and received on schedule.
1300061,33,10,3,19.0,14372.36,0.06,0.21,N,F,2026-01-05,2026-01-06,2026-01-07,NONE,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300061,18,15,4,16.0,12420.0,0.03,0.21,N,F,2026-01-06,2026-01-06,2026-01-13,NONE,AIR,Customer dock appointment confirmed before receipt.
1300061,13,10,5,11.0,9903.19,0.02,0.21,N,F,2026-01-05,2026-01-05,2026-01-12,TAKE BACK RETURN,AIR,Delivered within January service window.
1300062,18,15,1,7.0,5433.75,0.03,0.18,N,O,2026-01-29,2026-01-29,2026-02-11,DELIVER IN PERSON,AIR,Receipt expected in early February after dispatch.
1300062,16,3,2,4.0,2345.8,0.0,0.18,N,O,2026-01-30,2026-01-30,2026-02-12,DELIVER IN PERSON,MAIL,Customer requested deferred receipt into next month.
1300062,32,6,3,3.0,2122.29,0.0,0.18,N,O,2026-01-28,2026-01-28,2026-02-11,DELIVER IN PERSON,TRUCK,Customer requested deferred receipt into next month.
1300062,40,4,4,7.0,6404.51,0.0,0.18,N,O,2026-01-28,2026-01-27,2026-02-10,DELIVER IN PERSON,TRUCK,Line remains in transit at January month-end.
1300062,5,6,5,3.0,704.31,0.05,0.18,N,O,2026-01-30,2026-01-29,2026-02-11,TAKE BACK RETURN,AIR,Ocean-leg delivery extends beyond January close.
1300063,41,4,1,4.0,2451.4,0.05,0.18,N,O,2026-01-27,2026-01-28,2026-02-06,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300063,1,2,2,15.0,7181.4,0.02,0.18,N,O,2026-01-29,2026-01-27,2026-02-12,TAKE BACK RETURN,MAIL,Ocean-leg delivery extends beyond January close.
1300063,23,9,3,12.0,4680.12,0.08,0.18,N,O,2026-01-29,2026-01-29,2026-02-07,NONE,SHIP,Receipt expected in early February after dispatch.
1300063,15,9,4,14.0,6650.98,0.06,0.18,N,O,2026-01-27,2026-01-26,2026-02-07,DELIVER IN PERSON,AIR,Receipt expected in early February after dispatch.
1300063,33,10,5,4.0,3025.76,0.05,0.18,N,F,2026-01-30,2026-01-29,2026-01-31,TAKE BACK RETURN,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300064,13,13,1,12.0,10803.48,0.03,0.16,R,F,2026-01-19,2026-01-18,2026-01-22,TAKE BACK RETURN,SHIP,Packed for standard replenishment and received on schedule.
1300064,17,13,2,7.0,2885.61,0.03,0.16,R,F,2026-01-19,2026-01-18,2026-01-24,NONE,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300064,34,5,3,3.0,1850.34,0.08,0.16,R,F,2026-01-18,2026-01-16,2026-01-25,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300064,42,12,4,11.0,5370.2,0.05,0.16,N,F,2026-01-19,2026-01-16,2026-01-24,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300064,10,8,5,4.0,947.8,0.06,0.16,N,F,2026-01-17,2026-01-17,2026-01-22,TAKE BACK RETURN,SHIP,Cross-border paperwork pre-cleared for timely receipt.
1300065,7,14,1,11.0,2337.72,0.0,0.16,N,O,2026-01-22,2026-01-22,2026-02-02,DELIVER IN PERSON,RAIL,Line remains in transit at January month-end.
1300065,11,3,2,32.0,23266.56,0.08,0.16,N,F,2026-01-24,2026-01-23,2026-01-27,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300065,22,2,3,5.0,936.3,0.06,0.16,N,F,2026-01-22,2026-01-23,2026-01-25,NONE,RAIL,Packed for standard replenishment and received on schedule.
1300065,34,5,4,10.0,6167.8,0.02,0.16,N,F,2026-01-22,2026-01-22,2026-01-26,DELIVER IN PERSON,MAIL,Packed for standard replenishment and received on schedule.
1300065,32,6,5,14.0,9904.02,0.0,0.16,N,F,2026-01-23,2026-01-23,2026-01-26,NONE,TRUCK,Packed for standard replenishment and received on schedule.
1300066,16,7,1,4.0,2345.8,0.05,0.16,N,F,2026-01-18,2026-01-18,2026-01-21,TAKE BACK RETURN,AIR,Delivered within January service window.
1300066,41,9,2,4.0,2451.4,0.02,0.16,A,F,2026-01-21,2026-01-21,2026-01-26,DELIVER IN PERSON,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300066,9,3,3,21.0,9807.84,0.05,0.16,R,F,2026-01-19,2026-01-18,2026-01-25,DELIVER IN PERSON,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300066,39,10,4,17.0,13873.53,0.02,0.16,N,F,2026-01-18,2026-01-17,2026-01-25,DELIVER IN PERSON,SHIP,Delivered within January service window.
1300066,27,12,5,12.0,6405.24,0.0,0.16,N,F,2026-01-18,2026-01-18,2026-01-21,TAKE BACK RETURN,SHIP,Cross-border paperwork pre-cleared for timely receipt.
1300067,18,6,1,6.0,4657.5,0.0,0.16,N,F,2026-01-17,2026-01-14,2026-01-23,NONE,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300067,9,3,2,33.0,15412.32,0.05,0.16,N,F,2026-01-16,2026-01-14,2026-01-19,DELIVER IN PERSON,MAIL,Customer dock appointment confirmed before receipt.
